Functions,cyclomatic_complexity
"public class REHASH {

    private static int rehash(int h) {
        // Spread bits to regularize both segment and index locations,
        // using variant of single-word Wang/Jenkins hash.
        h += (h << 15) ^ 0xffffcd7d;
        h ^= (h >>> 10);
        h += (h << 3);
        h ^= (h >>> 6);
        h += (h << 2) + (h << 14);
        return h ^ (h >>> 16);
    }
}",1
"public class EXECUTEKEYSHORTCUT {

	protected boolean executeKeyShortcut(boolean ctrlKey, boolean altKey,
		      boolean shiftKey, boolean metaKey, int keyCode){
		return true;
	}
}",1
"public class CONTAINS {

	public static boolean contains(int attribute, int value) {
		return (attribute & value) > 0 ? true : false;
	}
}",1
"public class Containattributes {

	public boolean containattributes(int typeNewHome) {
		
		return false;
	}
}",1
"public class Isseen {

    public boolean isseen(int article) {
        return false;
    }
}",1
"public class Isseen {

    public boolean isseen(int article) {
        return false;
    }
}",1
"public class INT2CHAR {

    private char Int2Char(int n) {
        if (n == 0) {
            return '*';
        }
        if (n == 1) {
            return 'a';
        }
        if (n == 2) {
            return '#';
        }

        return ' ';
    }
}",4
"public class GETFROMCHAR {

public static byte getFromChar(char c) {
  if (c <= '9') {
      return (byte) (c - '0');
  } else if (c <= 'F') {
      return (byte) (c - 'A' + 10);
  } else {
      return (byte) (c - 'a' + 10);
  }
}
}",3
"public class COUNTTF {

    private double countTF(double frequency, double sumFrequency){
        return frequency/sumFrequency;
    }
}",1
"public class COUNTIDF {

    private double countIDF(double numOfReviews, double numOfReviewsContainsTU){
        return Math.log(numOfReviews/numOfReviewsContainsTU);
    }
}",1
"public class ISRUSSIANLETTER {

    private static boolean isRussianLetter(char letter) {
        if ((letter >= 0x0410) && (letter <= 0x044F)) {
            return true;
        } else {
            return false;
        }
    }
}",3
"public class ISRUSSIANLETTER {

    private static boolean isRussianLetter (char letter) {
        if ((letter >= 0x0410) && (letter <= 0x044F)) {
            return true;
        } else {
            return false;
        }
    }
}",3
"public class ISRUSSIANLETTER {

    private static boolean isRussianLetter(char letter) {
        if ((letter >= 0x0410) && (letter <= 0x044F)) {
            return true;
        } else {
            return false;
        }
    }
}",3
"public class Haslogicallog {

    public boolean haslogicallog( long version )
    {
        throw new UnsupportedOperationException( getClass().getName() );
    }
}",1
"public class Deletelogicallog {

    public boolean deletelogicallog( long version )
    {
        throw new UnsupportedOperationException( getClass().getName() );
    }
}",1
"public class ISCONTINUATIONCHAR {

    private static boolean isContinuationChar(byte b) {
        return -128 <= b && b <= -65;
    }
}",2
"public class ISTWOBYTESSEQUENCE {

    private static boolean isTwoBytesSequence(byte b) {
        return -64 <= b && b <= -33;
    }
}",2
"public class ISTHREEBYTESSEQUENCE {

    private static boolean isThreeBytesSequence(byte b) {
        return -32 <= b && b <= -17;
    }
}",2
"public class ISFOURBYTESSEQUENCE {

    private static boolean isFourBytesSequence(byte b) {
        return -16 <= b && b <= -9;
    }
}",2
"public class ISFIVEBYTESSEQUENCE {

    private static boolean isFiveBytesSequence(byte b) {
        return -8 <= b && b <= -5;
    }
}",2
"public class ISSIXBYTESSEQUENCE {

    private static boolean isSixBytesSequence(byte b) {
        return -4 <= b && b <= -3;
    }
}",2
"public class ISRELEVANT {
        public static boolean isRelevant( int actual, int limit )
    {
        return actual <= limit;
    }
}",1
"public class NORMALISEINDEX {

    protected static int normaliseIndex(int i, int size) {
        int temp = i;
        if (i < 0) {
            i += size;
        }
        if (i < 0) {
            throw new ArrayIndexOutOfBoundsException(""Negative array index ["" + temp + ""] too large for array size "" + size);
        }
        return i;
    }
}",3
"public class CASELESSCOMPARE {

    private static boolean caselessCompare(char a, char b){
        return Character.toLowerCase(a) == Character.toLowerCase(b);
    }
}",1
"public class ISDIGIT {
        public static boolean isDigit( char c )
    {
        return c >= '0' && c <= '9';
    }
}",2
"public class ISOCTALDIGIT {
        public static boolean isOctalDigit( char c )
    {
        return c >= '0' && c <= '7';
    }
}",2
"public class ISNUMERICTYPESPECIFIER {
        public static boolean isNumericTypeSpecifier( char c, boolean isDecimal )
    {
        if( isDecimal )
        {
            switch( c )
            {
                case 'G':
                case 'g':
                case 'D':
                case 'd':
                case 'F':
                case 'f':
                    return true;
            }
        }
        else
        {
            switch( c )
            {
                case 'G':
                case 'g':
                case 'I':
                case 'i':
                case 'L':
                case 'l':
                    return true;
            }
        }

        return false;
    }
}",4
"public class NEGATEBOOL {

        public static boolean negateBool(boolean b) {
        	return !b;
        }
}",1
"public class Netget {

	public boolean netget(int type)
	{
		return false;
	}
}",1
"public class GETINTEGRALRECTANGULAR {

			public static double getIntegralRectangular(double a, double b, double f){
				return (b-a)*f;
			}
}",1
"public class GETINTEGRALTRAPEZ {

			public static double getIntegralTrapez(double a, double b, double fa, double fb){
				return (b-a)*(fa + fb)/2;
			}
}",1
"public class GETTSTATRANK {

    private static short getTStatRank(float t) {
        // TODO: 4alf: what about NaN?
        if (t <= -9) {
            return -10;
        } else if (t <= -6) {
            return -7;
        } else if (t <= -3) {
            return -4;
        } else if (t < 0) {
            return -1;
        } else if (t == 0) {
            return 0;
        } else if (t < 3) {
            return 1;
        } else if (t < 6) {
            return 4;
        } else if (t < 9) {
            return 7;
        } else {
            return 10;
        }
    }
}",9
"public class GCD {

  public static int gcd(int m, int n) {
    if (m == 0 && n == 0)
      return 0;
    if (m < n) {
      int t = m;
      m = n;
      n = t;
    }
    int r = m % n;
    if (r == 0) {
      return n;
    } else {
      return gcd(n, r);
    }
  }
}",5
"public class NEXTRAND {

  long nextRand(long x) {
    x ^= (x << 13);
    x ^= (x >>> 7);
    return (x ^= (x << 17));
  }
}",1
"public class ISNEGATIVEVINT {

  public static boolean isNegativeVInt(byte value) {
    return value < -120 || (value >= -112 && value < 0);
  }
}",3
"public class DECODEVINTSIZE {

  public static int decodeVIntSize(byte value) {
    if (value >= -112) {
      return 1;
    } else if (value < -120) {
      return -119 - value;
    }
    return -111 - value;
  }
}",3
"public class GETVINTSIZE {

  public static int getVIntSize(long i) {
    if (i >= -112 && i <= 127) {
      return 1;
    }
      
    if (i < 0) {
      i ^= -1L; // take one's complement'
    }
    // find the number of bytes with non-leading zeros
    int dataBits = Long.SIZE - Long.numberOfLeadingZeros(i);
    // find the number of data bytes + length byte
    return (dataBits + 7) / 8 + 1;
  }
}",4
"public class GETMAXDEPTH {

  protected static int getMaxDepth(int x) {
    if (x <= 0)
      throw new IllegalArgumentException(""Undefined for "" + x);
    return (32 - Integer.numberOfLeadingZeros(x - 1)) << 2;
  }
}",2
"public class BUCKETS2WORDS {

  private static int buckets2words(int vectorSize) {
   return ((vectorSize - 1) >>> 4) + 1;
  }
}",1
"public class ISSIDE {

  private static boolean isSide(int offset, int shapeSize, int board) {
    return 2*offset + shapeSize <= board;
  }
}",1
"public class GETPASSFACTOR {

    private int getPassFactor(int factor, int passNo, int numSegments) {
      if (passNo > 1 || numSegments <= factor || factor == 1) 
        return factor;
      int mod = (numSegments - 1) % (factor - 1);
      if (mod == 0)
        return factor;
      return mod + 1;
    }
}",5
"public class GETCLOSESTPOWEROF2 {

  private static int getClosestPowerOf2(int value) {
    if (value <= 0)
      throw new IllegalArgumentException(""Undefined for "" + value);
    final int hob = Integer.highestOneBit(value);
    return Integer.numberOfTrailingZeros(hob) +
      (((hob >>> 1) & value) == 0 ? 0 : 1);
  }
}",2
"public class NUMBERDIGITS {

  private static int numberDigits(int value) {
    int digits = 0;
    while ((value = value / 10) > 0) {
      digits++;
    }
    return digits;
  }
}",2
"public class Shouldwait {

    public boolean shouldwait(int id) {
      return true;
    }
}",1
"public class GETRANDOM {

    private int getRandom(int n) {
        return (int) (n * Math.random());
    }
}",1
"public class WITHINTOLERANCE {

    private boolean withinTolerance(long expectedValue,
                                    long observedValue,
                                    int tolerance) {
        double diff = 1.0 * Math.abs(observedValue - expectedValue);
        double thrs = expectedValue * (tolerance/100);
        return diff > thrs;
    }
}",1
"public class GCD {

  public static int gcd(int m, int n) {
    if (m == 0 && n == 0)
      return 0;
    if (m < n) {
      int t = m;
      m = n;
      n = t;
    }
    int r = m % n;
    if (r == 0) {
      return n;
    } else {
      return gcd(n, r);
    }
  }
}",5
"public class NEXTRAND {

  long nextRand(long x) {
    x ^= (x << 13);
    x ^= (x >>> 7);
    return (x ^= (x << 17));
  }
}",1
"public class LESSTHANUNSIGNED {

      static boolean lessThanUnsigned(long x1, long x2) {
        return (x1 + Long.MIN_VALUE) < (x2 + Long.MIN_VALUE);
      }
}",1
"public class ISNEGATIVEVINT {

  public static boolean isNegativeVInt(byte value) {
    return value < -120 || (value >= -112 && value < 0);
  }
}",3
"public class DECODEVINTSIZE {

  public static int decodeVIntSize(byte value) {
    if (value >= -112) {
      return 1;
    } else if (value < -120) {
      return -119 - value;
    }
    return -111 - value;
  }
}",3
"public class GETVINTSIZE {

  public static int getVIntSize(long i) {
    if (i >= -112 && i <= 127) {
      return 1;
    }
      
    if (i < 0) {
      i ^= -1L; // take one's complement'
    }
    // find the number of bytes with non-leading zeros
    int dataBits = Long.SIZE - Long.numberOfLeadingZeros(i);
    // find the number of data bytes + length byte
    return (dataBits + 7) / 8 + 1;
  }
}",4
"public class GETMAXDEPTH {

  protected static int getMaxDepth(int x) {
    if (x <= 0)
      throw new IllegalArgumentException(""Undefined for "" + x);
    return (32 - Integer.numberOfLeadingZeros(x - 1)) << 2;
  }
}",2
"public class BUCKETS2WORDS {

  private static int buckets2words(int vectorSize) {
   return ((vectorSize - 1) >>> 4) + 1;
  }
}",1
"public class ISSIDE {

  private static boolean isSide(int offset, int shapeSize, int board) {
    return 2*offset + shapeSize <= board;
  }
}",1
"public class GETPASSFACTOR {

    private int getPassFactor(int factor, int passNo, int numSegments) {
      if (passNo > 1 || numSegments <= factor || factor == 1) 
        return factor;
      int mod = (numSegments - 1) % (factor - 1);
      if (mod == 0)
        return factor;
      return mod + 1;
    }
}",5
"public class GETCLOSESTPOWEROF2 {

  private static int getClosestPowerOf2(int value) {
    if (value <= 0)
      throw new IllegalArgumentException(""Undefined for "" + value);
    final int hob = Integer.highestOneBit(value);
    return Integer.numberOfTrailingZeros(hob) +
      (((hob >>> 1) & value) == 0 ? 0 : 1);
  }
}",2
"public class NUMBERDIGITS {

  private static int numberDigits(int value) {
    int digits = 0;
    while ((value = value / 10) > 0) {
      digits++;
    }
    return digits;
  }
}",2
"public class Shouldwait {

    public boolean shouldwait(int id) {
      return true;
    }
}",1
"public class GETINT {

  public static int getInt(byte b1, byte b2)
  {
    int i1 = b1 & 0xff;
    int i2 = b2 & 0xff;
    int val = i2 << 8 | i1;
    return val;
  }
}",1
"public class GETSHORT {

  public static short getShort(byte b1, byte b2)
  {
    short i1  = (short) (b1 & 0xff);
    short i2  = (short) (b2 & 0xff);
    short val = (short) (i2 << 8 | i1);
    return val;
  }
}",1
"public class SETVALUERANGE {

  private int setValueRange(int val, int min, int max)
  {
    val = Math.max(val, min);
    val = Math.min(val, max);
    return val;
  }
}",1
"public class GETDOUBLE {

  public static double getDouble(int rk)
  {
    if ((rk & 0x02) != 0)
    {
      int intval = rk >> 2;

      double value = intval;
      if ((rk & 0x01) != 0)
      {
        value /= 100;
      }

      return value;
    }
    else
    {
      long valbits = (rk & 0xfffffffc);
      valbits <<= 32;
      double value = Double.longBitsToDouble(valbits);

      if ((rk & 0x01) != 0)
      {
        value /= 100;
      }

      return value;
    }
  }
}",4
