,Function,cyclomatic_complexity,javadoc_length,tokens,LOC
378,"public class LOGPDF {
/**
	 * the natural log of the probability density function of the distribution
	 * 
	 * @param x
	 *            argument
	 * @param m
	 *            mean
	 * @param sd
	 *            standard deviation
	 * @return log pdf at x
	 */
	public static double logPdf(double x, double m, double sd) {
		double a = 1.0 / (Math.sqrt(2.0 * Math.PI) * sd);
		double b = -(x - m) * (x - m) / (2.0 * sd * sd);

		return Math.log(a) + b;
	}
}",1.0,4,15,3
379,"public class HASHCODE {
/**
	 * Return the same value as <code>{@link Double#hashCode()}</code>.
	 * @see Double#hashCode()
	 */
	public static int hashCode(double dbl) {
		long bits = Double.doubleToLongBits(dbl);
		return hashCode(bits);
	}
}",1.0,1,7,2
380,"public class ISSUBDELIMITER {
/**
		 * Indicates whether the given character is in the {@code sub-delims} set.
		 *
		 * @see <a href=""http://www.ietf.org/rfc/rfc3986.txt"">RFC 3986, appendix A</a>
		 */
		protected boolean isSubDelimiter(int c) {
			return '!' == c || '$' == c || '&' == c || '\'' == c || '(' == c || ')' == c || '*' == c || '+' == c ||
					',' == c || ';' == c || '=' == c;
		}
}",11.0,1,11,2
381,"public class ISSPACE {
/**
	 * Indicates whether the given character is whitespace
	 *
	 * @param c the character to check
	 * @return see above
	 */
	public static boolean isSpace(final char c) {
		switch (c) {
			case ' ':
				return true;
			case '\n':
				return true;
			case '\t':
				return true;
			case '\f':
				return true;
			case '\r':
				return true;
			default:
				return false;
		}
	}
}",2.0,1,7,13
382,"public class ROUND {
/**
   * E.g. round(3.1416, 2) == 3.14, round(431.5, -2) == 400
   */
  public static double round(double x, int precision) {
    double power = Math.pow(10.0, precision);
    return Math.round(x * power) / power;
  }
}",1.0,1,9,2
383,"public class LGAMMA {
/**
  * @return an approximation of the log of the Gamma function * of x.  Laczos Approximation
  * Reference: Numerical Recipes in C
  * http://www.library.cornell.edu/nr/cbookcpdf.html
  * from www.cs.berkeley.edu/~milch/blog/versions/blog-0.1.3/blog/distrib
  */ 
  public static double lgamma(double x) {
    double[] cof = {76.18009172947146, -86.50532032941677,
      24.01409824083091,-1.231739572450155,
      0.1208650973866179e-2,-0.5395239384953e-5};
    double y, z, ser, tmp;
    y = x;
    tmp = x + 5.5;
    tmp -= ((x + 0.5) * Math.log(tmp));
    ser = 1.000000000190015;
    for (int j = 0; j < 6; j += 1) {
      y += 1;
      ser += (cof[j] / y);
    }
    return (-tmp + Math.log(2.5066282746310005*ser / x));
  }
}",2.0,3,8,17
384,"public class NCHOOSEK {
/**
   * Computes n choose k in an efficient way.  Works with
   * k == 0 or k == n but undefined if k < 0 or k > n
   *
   * @param n
   * @param k
   * @return fact(n) / fact(k) * fact(n-k)
   */
  public static int nChooseK(int n, int k) {
    k = Math.min(k, n - k);
    if (k == 0) {
      return 1;
    }
    int accum = n;
    for (int i = 1; i < k; i++) {
      accum *= (n - i);
      accum /= i;
    }
    return accum / k;
  }
}",3.0,2,27,8
385,"public class ISWHITESPACE {
/**
	 * Answers true if c is a whitespace according to the JLS (&#92;u000a,
	 * &#92;u000c, &#92;u000d, &#92;u0009), otherwise false. <br>
	 * <br>
	 * For example:
	 * <ol>
	 * <li>
	 * 
	 * <pre>
	 *     c = ' '
	 *     result =&gt; true
	 * </pre>
	 * 
	 * </li>
	 * <li>
	 * 
	 * <pre>
	 *     c = ' \u3000'
	 *     result =&gt; false
	 * </pre>
	 * 
	 * </li>
	 * </ol>
	 * 
	 * @param c
	 *            the character to check
	 * @return true if c is a whitespace according to the JLS, otherwise false.
	 */
	public static boolean isWhitespace(char c) {
		switch (c) {
		case 10: /* \ u000a: LINE FEED */
		case 12: /* \ u000c: FORM FEED */
		case 13: /* \ u000d: CARRIAGE RETURN */
		case 32: /* \ u0020: SPACE */
		case 9: /* \ u0009: HORIZONTAL TABULATION */
			return true;
		default:
			return false;
		}
	}
}",2.0,19,49,9
386,"public class HEXCHARTONIBBLE {
/**
     * Internal method to turn a hex char into a nibble.
     */
    private static int hexCharToNibble(char ch) {
        if ((ch >= '0') && (ch <= '9')) {
            return ch - '0';
        } else if ((ch >= 'a') && (ch <= 'f')) {
            return ch - 'a' + 10;
        } else if ((ch >= 'A') && (ch <= 'F')) {
            return ch - 'A' + 10;
        } else {
            throw new IllegalArgumentException(""Not a hex char - '"" + ch + ""'"");
        }
    }
}",7.0,1,10,8
387,"public class ISINVALID {
/**
     * Checks whether the given Unicode character is an invalid XML character
     * and should be replaced for output. Subclasses can override this method
     * to use an alternative definition of which characters should be replaced
     * in the XML output. The default definition from the XML specification is:
     * <pre>
     * Char ::= #x9 | #xA | #xD | [#x20-#xD7FF] | [#xE000-#xFFFD] | [#x10000-#x10FFFF]
     * </pre>
     *
     * @param ch character
     * @return <code>true</code> if the character should be replaced,
     *         <code>false</code> otherwise
     */
    protected boolean isInvalid(int ch) {
        if (ch < 0x20) {
            return ch != 0x09 && ch != 0x0A && ch != 0x0D;
        } else if (ch < 0xE000) {
            return ch > 0xD7FF;
        } else if (ch < 0x10000) {
            return ch > 0xFFFD;
        } else {
            return ch > 0x10FFFF;
        }
    }
}",6.0,8,62,8
388,"public class GETWINDOWSIZE {
/**
     * LZX supports window sizes of 2^15 (32Kb) through 2^21 (2Mb) Returns X,
     * i.e 2^X
     * 
     * @param window
     *            chmLzxControlData.getWindowSize()
     * 
     * @return window size
     */
    public static int getWindowSize(int window) {
        int win = 0;
        while (window > 1) {
            window >>>= 1;
            win++;
        }
        return win;
    }
}",2.0,3,15,5
389,"public class ISAUDIOHEADER {
/**
     * Does this appear to be a 4 byte audio frame header?
     */
    public static boolean isAudioHeader(int h1, int h2, int h3, int h4) {
        if (h1 == -1 || h2 == -1 || h3 == -1 || h4 == -1) {
            return false;
        }
        // Check for the magic 11 bits set at the start
        // Note - doesn't do a CRC check
        if (h1 == 0xff && (h2 & 0x60) == 0x60) {
            return true;
        }
        return false;
    }
}",7.0,1,11,5
390,"public class ABS {
/**
     * A replacement for {@code Math.abs}, that never returns negative values.
     * {@code Math.abs(long)} does this for {@code Long.MIN_VALUE}.
     *
     * @see Math#abs(long)
     * @see Long#MIN_VALUE
     *
     * @param pNumber a number
     * @return the absolute value of {@code pNumber}
     *
     * @throws ArithmeticException if {@code pNumber == Long.MIN_VALUE}
     */
    public static long abs(final long pNumber) {
        if (pNumber == Long.MIN_VALUE) {
            throw new ArithmeticException(""long overflow: 9223372036854775808"");
        }

        return (pNumber < 0) ? -pNumber : pNumber;
    }
}",2.0,2,17,3
391,"public class ABS {
/**
     * A replacement for {@code Math.abs}, that never returns negative values.
     * {@code Math.abs(int)} does this for {@code Integer.MIN_VALUE}.
     *
     * @see Math#abs(int)
     * @see Integer#MIN_VALUE
     *
     * @param pNumber a number
     * @return the absolute value of {@code pNumber}
     *
     * @throws ArithmeticException if {@code pNumber == Integer.MIN_VALUE}
     */
    public static int abs(final int pNumber) {
        if (pNumber == Integer.MIN_VALUE) {
            throw new ArithmeticException(""int overflow: 2147483648"");
        }

        return (pNumber < 0) ? -pNumber : pNumber;
    }
}",2.0,2,17,3
392,"public class MODULO {
/**
	 * Determine a modulo value that is guaranteed to be zero or positive,
	 * as opposed to the standard Java % operator which can return a
	 * negative value.
	 *
	 * @param number Number to divide
	 * @param divisor Number that is used to divide
	 * @return The rest value of the division.
	 */
	private int modulo(int number, int divisor) {
		if (number >= 0) {
			return number % divisor;
		}
		return ((number % divisor) + divisor) % divisor;
	}
}",2.0,3,26,3
393,"public class EASE {
/**
	 * A dumb easing function that moves the camera
	 * @param start the start point
	 * @param target the end point
	 * @return the amount to ease
	 */
	private float ease(float start, float target)
	{
		if (Math.abs(target - start) < 4)
			return target;
		
		if (target < start)
			return start - 2;
		
		return start + 2;
	}
}",3.0,1,8,3
394,"public class CALCULATEHORIZONTALMARGIN {
/**
     * To account for negative margins
     */
    private int calculateHorizontalMargin( int prevMarginRight, int marginLeft ) 
    {
        int max = Math.max( prevMarginRight, marginLeft );
        int sum = prevMarginRight + marginLeft;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}",2.0,1,5,5
395,"public class CALCULATEVERTICALMARGIN {
/**
     * To account for negative margins
     */
    private int calculateVerticalMargin( int prevMarginBottom, int marginTop ) 
    {
        int max = Math.max( prevMarginBottom, marginTop );
        int sum = prevMarginBottom + marginTop;
        if( sum < max ) {
            max += ( sum - max );
        }
        return max;
    }
}",2.0,1,5,5
396,"public class MININTINDEX {
/**
	 * Find minimum of a set of ints
	 * @param d set of ints
	 * @return the index of the minimum in the set
	 */
	public static int minIntIndex(int... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}",5.0,1,7,7
397,"public class MINDOUBLEINDEX {
/**
	 * Find minimum of a set of doubles
	 * @param d set of doubles
	 * @return the index of the minimum in the set
	 */
	public static double minDoubleIndex(double... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}",5.0,1,7,7
398,"public class MINFLOATINDEX {
/**
	 * Find minimum of a set of floats
	 * @param d set of floats
	 * @return the index of the minimum in the set
	 */
	public static float minFloatIndex(float... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}",5.0,1,7,7
399,"public class MINLONGINDEX {
/**
	 * Find minimum of a set of longs
	 * @param d set of longs
	 * @return the index of the minimum in the set
	 */
	public static long minLongIndex(long... d) {
		if((d == null) || (d.length == 0)) {
			throw new IllegalArgumentException(""d cannot be null"");
		}
		int index = 0;
		for(int x = 0; x < d.length; x++) {
			if(d[x] < d[index]) {
				index = x;
			}
		}
		return index;
	}
}",5.0,1,7,7
400,"public class CHECKBIT {
/**
	 * Checks if any of specified bits is set.
	 * 
	 * @param value
	 *            the number to look at
	 * @param mask
	 *            a bit mask
	 * @return <code>true</code> of <code>false</code>
	 */
	public static boolean checkBit(int value, int mask) {
		if ((value & mask) == 0) {
			return false;
		}
		return true;
	}
}",2.0,3,16,3
401,"public class SETBIT {
/**
	 * Sets or drops specific bit(s) of the given number.
	 * 
	 * @param value
	 *            target integer value
	 * @param mask
	 *            specifies bit(s) position(s)
	 * @param bit
	 *            set if <code>true</code>, drop if <code>false</code>
	 * @return updated <code>value</code>
	 */
	public static int setBit(int value, int mask, boolean bit) {
		if (bit) {
			value |= mask;
		} else {
			value &= ~mask;
		}
		return value;
	}
}",2.0,4,21,5
402,"public class HASH {
/**
     * Applies a supplemental hash function to a given hashCode, which
     * defends against poor quality hash functions.  This is critical
     * because ConcurrentWeakHashMap uses power-of-two length hash tables,
     * that otherwise encounter collisions for hashCodes that do not
     * differ in lower or upper bits.
     */
    private static int hash(int h) {
        // Spread bits to regularize both segment and index locations,
        // using variant of single-word Wang/Jenkins hash.
        h += (h <<  15) ^ 0xffffcd7d;
        h ^= (h >>> 10);
        h += (h <<   3);
        h ^= (h >>>  6);
        h += (h <<   2) + (h << 14);
        return h ^ (h >>> 16);
    }
}",1.0,5,41,6
403,"public class ISVOWEL {
/**
     * Test if a char is a french vowel, including accentuated ones
     * 
     * @param ch the char to test
     * @return boolean - true if the char is a vowel
     */
    private boolean isVowel(char ch)
    {
        switch (ch) {
            case 'a':
            case 'e':
            case 'i':
            case 'o':
            case 'u':
            case 'y':
            case '\u00E0': // A WITH GRAVE
            case '\u00E2': // A WITH CIRCUMFLEX
            case '\u00E8': // E WITH GRAVE
            case '\u00E9': // E WITH ACUTE
            case '\u00EA': // E WITH CIRCUMFLEX
            case '\u00EB': // E WITH DIAERESIS
            case '\u00EE': // I WITH CIRCUMFLEX
            case '\u00EF': // I WITH DIAERESIS
            case '\u00F4': // O WITH CIRCUMFLEX
            case '\u00F9': // U WITH GRAVE
            case '\u00FB': // U WITH CIRCUMFLEX
            case '\u00FC': // U WITH DIAERESIS
                return true;
            default:
                return false;
        }
    }
}",2.0,1,11,22
404,"public class GETSUBVIEWNAMELENGTH {
/**
     * Calculates the length of a subview (for groupings) given the total document count.
     * 
     * @param totalDocumentCount Total document count.
     * @return The calculated view name length.
     */
    public static int getSubViewNameLength(int totalDocumentCount)
    {
        // We might want to change this logic later.
        if (totalDocumentCount < 200) {
            return 1;
        } else if (totalDocumentCount < 5000) {
            return 2;
        } else {
            return 3;
        }
    }
}",3.0,1,13,6
405,"public class ZETASTATIC {
/**
	 * Compute the zeta constant needed for the distribution. Do this incrementally for a distribution that
	 * has n items now but used to have st items. Use the zipfian constant theta. Remember the new value of 
	 * n so that if we change the itemcount, we'll know to recompute zeta. 
	 * @param st The number of items used to compute the last initialsum
	 * @param n The number of items to compute zeta over.
	 * @param theta The zipfian constant.
     * @param initialsum The value of zeta we are computing incrementally from.
	 */
	static double zetastatic(long st, long n, double theta, double initialsum)
	{
		double sum=initialsum;
		for (long i=st; i<n; i++)
		{

			sum+=1/(Math.pow(i+1,theta));
		}
		
		//System.out.println(""countforzeta=""+countforzeta);
		
		return sum;
	}
}",2.0,3,48,4
