"Function","cyclomatic_complexity"
"public class Biasedvariance {

	public static double biasedvariance(double sumx, double sumxx, double n)
		{
		return (sumxx - sumx*sumx/n)/n;
//		return sum2/n - sum*sum/(n*n);
		}
}","1"
"public class Biasedcovariance {

	public static double biasedcovariance(double sumx, double sumy, double sumxy, double n)
		{
//		return (sumxy - 2*sumx*sumy/n + sumx*sumy/n)/n;
		return (sumxy - sumx*sumy/n)/n;
		}
}","1"
"public class Toint {

	public static int toint(boolean b)
		{
		if(b)
			return 1;
		else
			return 0;
		}
}","2"
"public class Ratioabove1 {

	public static double ratioabove1(double a, double b)
		{
		if(a<b)
			return b/a;
		else
			return a/b;
		}
}","2"
"public class Clamp {

	public static double clamp(double value, double min, double max)
		{
		if(value<min)
			return min;
		else if(value>max)
			return max;
		else
			return value;
		}
}","3"
"public class Maxallint {

	public static int maxallint(int... v)
		{
		int r=v[0];
		for(int i=1;i<v.length;i++)
			if(v[i]>r)
				r=v[i];
		return r;
		}
}","3"
"public class Minallint {

	public static int minallint(int... v)
		{
		int r=v[0];
		for(int i=1;i<v.length;i++)
			if(v[i]<r)
				r=v[i];
		return r;
		}
}","3"
"public class Maxall {

	public static double maxall(double... v)
		{
		double r=v[0];
		for(int i=1;i<v.length;i++)
			if(v[i]>r)
				r=v[i];
		return r;
		}
}","3"
"public class Minall {

	public static double minall(double... v)
		{
		double r=v[0];
		for(int i=1;i<v.length;i++)
			if(v[i]<r)
				r=v[i];
		return r;
		}
}","3"
"public class Getneighbor {

	public static int getneighbor(int pixel, int neigh, int w)
		{
		switch (neigh)
			{
			case 0:
				return pixel-w;
			case 1:
				return pixel-w+1;
			case 2:
				return pixel+1;
			case 3:
				return pixel+w+1;
			case 4:
				return pixel+w;
			case 5:
				return pixel+w-1;
			case 6:
				return pixel-1;
			case 7:
				return pixel-w-1;
			default:
				return -1;
			}

		}
}","2"
"public class Iscircularneighbor {

	public static boolean iscircularneighbor(int neighbor, int position, int w)
		{
		int diff = neighbor-position;
		int[] neigh =
			{ w, -w, 1, -1, w-1, w+1, -w-1, -w+1 };

		for (int i = 0; i<8; i++)
			{
			if (diff==neigh[i])
				return true;
			}
		return false;
		}
}","3"
"public class Calcnewnrreadsize {

	protected static int calcnewnrreadsize(int nrRead, int totalNrNread) {
		if (totalNrNread < 0) {
			return totalNrNread;
		}
		if (totalNrNread > (Integer.MAX_VALUE - nrRead)) {
			return -1;
		} else {
			return (totalNrNread + nrRead);
		}
	}
}","3"
"public class Toascii {

  static byte toAscii(byte b) {
    b &= 0x7f;
    if (b >= 0 && b < 32)
      return ' ';
    if (b == 127)
      return ' ';
    if (b == '\n')
      return ' ';
    return b;
  }
}","5"
"public class Iscelleditable {

        public boolean iscelleditable(int row, int col) {
            return false;
        }
}","1"
"public class Get2fold {

    public int get2fold(int fold) {
        int ret = 2;
        while (ret < fold) {
            ret *= 2;
        }
        return ret;
    }
}","2"
"public class Linterpolelin {

	public double linterpolelin(double a,double b,double x)
	{
		return  a*(1-x) + b*x;		
	}
}","1"
"public class Linterpolecos {

	public double linterpolecos(double a,double b,double x)
	{
		
		double ft = x * 3.1415927;
		double f = (1 - Math.cos(ft)) * .5;
		return  a*(1-f) + b*f;
	}
}","1"
"public class Powof2 {

    public float powof2(float number) {
        return number * number;
    }
}","1"
"public class Executekeyshortcut {

	protected boolean executekeyshortcut(boolean ctrlKey, boolean altKey,
		      boolean shiftKey, boolean metaKey, int keyCode){
		return true;
	}
}","1"
"public class Contains {

	public static boolean contains(int attribute, int value) {
		return (attribute & value) > 0 ? true : false;
	}
}","1"
"public class Containattributes {

	public boolean containattributes(int typeNewHome) {
		
		return false;
	}
}","1"
"public class Isseen {

    public boolean isseen(int article) {
        return false;
    }
}","1"
"public class Int2char {

    public char int2char(int n) {
        if (n == 0) {
            return '*';
        }
        if (n == 1) {
            return 'a';
        }
        if (n == 2) {
            return '#';
        }

        return ' ';
    }
}","4"
"public class Getfromchar {

public static byte getfromchar(char c) {
  if (c <= '9') {
      return (byte) (c - '0');
  } else if (c <= 'F') {
      return (byte) (c - 'A' + 10);
  } else {
      return (byte) (c - 'a' + 10);
  }
}
}","3"
"public class Counttf {

    public double counttf(double frequency, double sumFrequency){
        return frequency/sumFrequency;
    }
}","1"
"public class Countidf {

    public double countidf(double numOfReviews, double numOfReviewsContainsTU){
        return Math.log(numOfReviews/numOfReviewsContainsTU);
    }
}","1"
"public class Isrussianletter {

    public static boolean isrussianletter(char letter) {
        if ((letter >= 0x0410) && (letter <= 0x044F)) {
            return true;
        } else {
            return false;
        }
    }
}","3"
"public class Isrussianletter {

    public static boolean isrussianletter (char letter) {
        if ((letter >= 0x0410) && (letter <= 0x044F)) {
            return true;
        } else {
            return false;
        }
    }
}","3"
"public class Haslogicallog {

    public boolean haslogicallog( long version )
    {
        throw new UnsupportedOperationException( getClass().getName() );
    }
}","1"
"public class Deletelogicallog {

    public boolean deletelogicallog( long version )
    {
        throw new UnsupportedOperationException( getClass().getName() );
    }
}","1"
"public class Iscontinuationchar {

    public static boolean iscontinuationchar(byte b) {
        return -128 <= b && b <= -65;
    }
}","2"
"public class Istwobytessequence {

    public static boolean istwobytessequence(byte b) {
        return -64 <= b && b <= -33;
    }
}","2"
"public class Isthreebytessequence {

    public static boolean isthreebytessequence(byte b) {
        return -32 <= b && b <= -17;
    }
}","2"
"public class Isfourbytessequence {

    public static boolean isfourbytessequence(byte b) {
        return -16 <= b && b <= -9;
    }
}","2"
"public class Isfivebytessequence {

    public static boolean isfivebytessequence(byte b) {
        return -8 <= b && b <= -5;
    }
}","2"
"public class Issixbytessequence {

    public static boolean issixbytessequence(byte b) {
        return -4 <= b && b <= -3;
    }
}","2"
"public class Isrelevant {
        public static boolean isrelevant( int actual, int limit )
    {
        return actual <= limit;
    }
}","1"
"public class Normaliseindex {

    protected static int normaliseindex(int i, int size) {
        int temp = i;
        if (i < 0) {
            i += size;
        }
        if (i < 0) {
            throw new ArrayIndexOutOfBoundsException(""Negative array index ["" + temp + ""] too large for array size "" + size);
        }
        return i;
    }
}","3"
"public class Caselesscompare {

    public static boolean caselesscompare(char a, char b){
        return Character.toLowerCase(a) == Character.toLowerCase(b);
    }
}","1"
"public class Isdigit {
        public static boolean isdigit( char c )
    {
        return c >= '0' && c <= '9';
    }
}","2"
"public class Isoctaldigit {
        public static boolean isoctaldigit( char c )
    {
        return c >= '0' && c <= '7';
    }
}","2"
"public class Isnumerictypespecifier {
        public static boolean isnumerictypespecifier( char c, boolean isDecimal )
    {
        if( isDecimal )
        {
            switch( c )
            {
                case 'G':
                case 'g':
                case 'D':
                case 'd':
                case 'F':
                case 'f':
                    return true;
            }
        }
        else
        {
            switch( c )
            {
                case 'G':
                case 'g':
                case 'I':
                case 'i':
                case 'L':
                case 'l':
                    return true;
            }
        }

        return false;
    }
}","4"
"public class Negatebool {

        public static boolean negatebool(boolean b) {
        	return !b;
        }
}","1"
"public class Netget {

	public boolean netget(int type)
	{
		return false;
	}
}","1"
"public class Getintegralrectangular {

			public static double getintegralrectangular(double a, double b, double f){
				return (b-a)*f;
			}
}","1"
"public class Getintegraltrapez {

			public static double getintegraltrapez(double a, double b, double fa, double fb){
				return (b-a)*(fa + fb)/2;
			}
}","1"
"public class Gettstatrank {

    public static short gettstatrank(float t) {
        // TODO: 4alf: what about NaN?
        if (t <= -9) {
            return -10;
        } else if (t <= -6) {
            return -7;
        } else if (t <= -3) {
            return -4;
        } else if (t < 0) {
            return -1;
        } else if (t == 0) {
            return 0;
        } else if (t < 3) {
            return 1;
        } else if (t < 6) {
            return 4;
        } else if (t < 9) {
            return 7;
        } else {
            return 10;
        }
    }
}","9"
"public class Gcd {

  public static int gcd(int m, int n) {
    if (m == 0 && n == 0)
      return 0;
    if (m < n) {
      int t = m;
      m = n;
      n = t;
    }
    int r = m % n;
    if (r == 0) {
      return n;
    } else {
      return gcd(n, r);
    }
  }
}","5"
"public class Nextrand {

  long nextRand(long x) {
    x ^= (x << 13);
    x ^= (x >>> 7);
    return (x ^= (x << 17));
  }
}","1"
"public class Isnegativevint {

  public static boolean isnegativevint(byte value) {
    return value < -120 || (value >= -112 && value < 0);
  }
}","3"
"public class Decodevintsize {

  public static int decodevintsize(byte value) {
    if (value >= -112) {
      return 1;
    } else if (value < -120) {
      return -119 - value;
    }
    return -111 - value;
  }
}","3"
"public class Getvintsize {

  public static int getvintsize(long i) {
    if (i >= -112 && i <= 127) {
      return 1;
    }
      
    if (i < 0) {
      i ^= -1L; // take one's complement'
    }
    // find the number of bytes with non-leading zeros
    int dataBits = Long.SIZE - Long.numberOfLeadingZeros(i);
    // find the number of data bytes + length byte
    return (dataBits + 7) / 8 + 1;
  }
}","4"
"public class Getmaxdepth {

  protected static int getmaxdepth(int x) {
    if (x <= 0)
      throw new IllegalArgumentException(""Undefined for "" + x);
    return (32 - Integer.numberOfLeadingZeros(x - 1)) << 2;
  }
}","2"
"public class Buckets2words {

  public static int buckets2words(int vectorSize) {
   return ((vectorSize - 1) >>> 4) + 1;
  }
}","1"
"public class Isside {

  public static boolean isside(int offset, int shapeSize, int board) {
    return 2*offset + shapeSize <= board;
  }
}","1"
"public class Getpassfactor {

    public int getpassfactor(int factor, int passNo, int numSegments) {
      if (passNo > 1 || numSegments <= factor || factor == 1) 
        return factor;
      int mod = (numSegments - 1) % (factor - 1);
      if (mod == 0)
        return factor;
      return mod + 1;
    }
}","5"
"public class Getclosestpowerof2 {

  public static int getclosestpowerof2(int value) {
    if (value <= 0)
      throw new IllegalArgumentException(""Undefined for "" + value);
    final int hob = Integer.highestOneBit(value);
    return Integer.numberOfTrailingZeros(hob) +
      (((hob >>> 1) & value) == 0 ? 0 : 1);
  }
}","2"
