Parameter,Function,Test Case
(boolean enabled),"class setObjectCache {
@Override
	public void setObjectCache(boolean enabled) {
		try {
			dao.setObjectCache(enabled);
		} catch (SQLException e) {
			logMessage(e, ""setObjectCache("" + enabled + "") threw exception"");
			throw new RuntimeException(e);
		}
	}
}","@Test(expected = RuntimeException.class)
	public void testSetObjectCacheCacheThrow() throws Exception {
		@SuppressWarnings(""unchecked"")
		Dao<Foo, String> dao = (Dao<Foo, String>) createMock(Dao.class);
		RuntimeExceptionDao<Foo, String> rtDao = new RuntimeExceptionDao<Foo, String>(dao);
		dao.setObjectCache(null);
		expectLastCall().andThrow(new SQLException(""Testing catch""));
		replay(dao);
		rtDao.setObjectCache(null);
		verify(dao);
	}"
(boolean enabled),"class setEnableFilter {
public void setEnableFilter(boolean enabled) {
        this.enableFilter = enabled;
    }
}","@Test
    void redirectToAuthorizationEndpointScenario() throws Exception {
        String realm = ""realm_sk"";
        String clientId = ""seat-matching"";
        String identityProviderHost = ""https://ip.javatar.pro"";
        String redirectUrl = identityProviderHost + oidcConfiguration.getAuthorizationEndpoint().
                replace(OidcConfiguration.CLIENT_ID_PLACEHOLDER, clientId).
                replace(OidcConfiguration.REALM_PLACEHOLDER, realm);

        redirectAwareFilter.setEnableFilter(true);
        oidcConfiguration.setClientId(clientId);
        oidcConfiguration.setIdentityProviderHost(identityProviderHost);
        securityTestFilter.state = SecurityTestFilter.State.BEARER_NOT_FOUND;
        // TODO disable filter
        authorizationStubFilter.setEnableFilter(false);
        MvcResult mvcResult = mockMvc.perform(get(""/security/realm/users/156"")
                .accept(MediaType.APPLICATION_JSON_VALUE)
                .param(""realm"", realm)
                .contentType(MediaType.APPLICATION_JSON_VALUE)
                .content(getStub(""security-users-test.json"")))
                .andDo(print()).andExpect(status().isFound()).andReturn();
        String expectedRedirectUrl = mvcResult.getResponse().getRedirectedUrl();
        redirectUrl = redirectUrl.replace(OidcConfiguration.REDIRECT_URI_PLACEHOLDER,
                URLEncoder.encode(mvcResult.getRequest().getRequestURL().toString(),  ""UTF-8""));
        assertThat(expectedRedirectUrl, is(redirectUrl));
        authorizationStubFilter.setEnableFilter(true);
    }"
(boolean enabled),"class setEnableDefaultload {
static void setEnableDefaultload(boolean enabled){
        enableDefaultload =enabled;
    }
}","@Test
    public void testGetDefaultAppPro(){

        ConfigurationManager.setEnableDefaultload(true);

        System.out.println(ConfigurationManager.class.getProtectionDomain().getCodeSource().getLocation().toString());
        URL url = getClass().getProtectionDomain().getCodeSource().getLocation();
        try {
            InputStream in = ConfigurationManager.class.getClassLoader().getResourceAsStream(""jar:""+url.toURI().toString()+""!/META-INF/MANIFEST.MF"");
            System.out.println(url.toURI().toString());
            System.out.println(in);
            ZipInputStream zip = new ZipInputStream(url.openStream());
            ZipEntry ze;
            while ((ze = zip.getNextEntry())!=null){

                if(ze.getName().equals(""META-INF/MANIFEST.MF"")){
                    System.out.println(ze.getName());
                    break;
                }
            }
            System.out.println(IOUtils.readAll(zip));

        } catch (URISyntaxException e) {
            e.printStackTrace();
        } catch (IOException e) {
            e.printStackTrace();
        }
        //assertNotNull(ConfigurationManager.getConfigInstance().getString(""app.sso.url""));
        ConfigurationManager.setEnableDefaultload(false);
    }"
(boolean enabled),"class setObjectCache {
@Override
	public void setObjectCache(boolean enabled) {
		try {
			dao.setObjectCache(enabled);
		} catch (SQLException e) {
			logMessage(e, ""setObjectCache("" + enabled + "") threw exception"");
			throw new RuntimeException(e);
		}
	}
}","@Test(expected = RuntimeException.class)
	public void testSetObjectCacheThrow() throws Exception {
		@SuppressWarnings(""unchecked"")
		Dao<Foo, String> dao = (Dao<Foo, String>) createMock(Dao.class);
		RuntimeExceptionDao<Foo, String> rtDao = new RuntimeExceptionDao<Foo, String>(dao);
		dao.setObjectCache(false);
		expectLastCall().andThrow(new SQLException(""Testing catch""));
		replay(dao);
		rtDao.setObjectCache(false);
		verify(dao);
	}"
(boolean enabled),"class filterConsumersForEnabledFlag {
protected List<ConsumerHolder> filterConsumersForEnabledFlag(boolean enabled) {
        List<ConsumerHolder> consumerHolderSubList = new LinkedList<ConsumerHolder>();
        for (ConsumerHolder consumerHolder : consumerHolders) {
            if (consumerHolder.isEnabled() == enabled) {
                consumerHolderSubList.add(consumerHolder);
            }
        }
        return consumerHolderSubList;
    }
}","@Test
    public void testFilterConsumersForEnabledFlag() {
        List<ConsumerContainer.ConsumerHolder> consumerHolderList = consumerContainer.consumerHolders;
        consumerHolderList.get(0).enabled = true;
        consumerHolderList.get(1).enabled = false;
        int enabledInnerConsumerCount = consumerContainer.filterConsumersForEnabledFlag(true).size();
        Assert.assertEquals(1, enabledInnerConsumerCount);
        int disabledInnerConsumerCount = consumerContainer.filterConsumersForEnabledFlag(false).size();
        Assert.assertEquals(1, disabledInnerConsumerCount);
    }"
(boolean enabled),"class setMyLocationEnabled {
public void setMyLocationEnabled(boolean enabled) {
    setMyLocationEnabled(enabled, true);
  }
}","@Test public void setMyLocationEnabled_shouldAddMapDataIfEnabled() throws Exception {
    overlayManager.setMyLocationEnabled(true);
    assertThat(mapDataManager.getMapData()).isNotEmpty();
  }"
(boolean enabled),"class setPushTokenRegistrationEnabled {
public void setPushTokenRegistrationEnabled(boolean enabled) {
        getDataStore().put(PUSH_TOKEN_REGISTRATION_ENABLED_KEY, enabled);
        airshipChannel.updateRegistration();
    }
}","@Test
    public void testEnablingTokenRegistrationUpdatesChannel() {
        pushManager.setPushTokenRegistrationEnabled(true);
        verify(mockAirshipChannel).updateRegistration();
    }"
(boolean enabled),"class enabled {
public static BindingFunction enabled(boolean enabled) {
        return view -> view.setEnabled(enabled);
    }
}","@Test
    public void enabled() throws Exception {
        // When
        BlueTapeDsl
                .enabled(true)
                .bind(view);

        // Then
        verify(view).setEnabled(true);
    }"
(boolean enabled),"class setPushEnabled {
public void setPushEnabled(boolean enabled) {
        preferenceDataStore.put(PUSH_ENABLED_KEY, enabled);
        airshipChannel.updateRegistration();
    }
}","@Test
    public void testPushEnabled() {
        pushManager.setPushEnabled(true);
        assertTrue(preferenceDataStore.getBoolean(PushManager.PUSH_ENABLED_KEY, false));
        verify(mockAirshipChannel).updateRegistration();
    }"
(int columnIndex),"class getColumnWidth {
@Override
    public int getColumnWidth(int columnIndex) {
        throw new UnsupportedOperationException();
    }
}","@Test(expected = UnsupportedOperationException.class)
    public void getColumnWidth() throws Exception {
        streamingSheet.getColumnWidth(0);
    }"
(int columnIndex),"class getInt {
public int getInt(int columnIndex) {
    return getInt(columnNames[columnIndex]);
  }
}","@Test
  public void columnDoesNotExistOnRow() {
    Table table = Table.create(""myTable"", IntColumn.create(""col1"", new int[] {1}));

    Throwable thrown =
        assertThrows(IllegalStateException.class, () -> table.forEach(r -> r.getInt(""col2"")));

    assertEquals(""Column col2 is not present in table myTable"", thrown.getMessage());
  }"
(int columnIndex),"class getFloat {
@Override
    public float getFloat(int columnIndex) throws OntoDriverException {
        return resultSet.getFloat(columnIndex);
    }
}","@Test
    void getFloatByNameDelegatesCallToResultSet() throws OntoDriverException {
        sut.getFloat(""test"");
        verify(resultSet).getFloat(""test"");
    }"
(int columnIndex),"class getColumnName {
@Override
	public String getColumnName(int columnIndex) {
		String name = d_props.get(columnIndex);
		for (int i = 0; i < name.length(); ++i) {
			if (Character.isUpperCase(name.charAt(i))) {
				name = name.substring(0,i) + "" "" + name.substring(i);
				++i;
			}
		}
		return name.substring(0, 1).toUpperCase() + name.substring(1);
	}
}","@Test
	public void testGetColumnNames() {
		assertEquals(""Name"", d_tableModel.getColumnName(0));
		assertEquals(""Atc Code"", d_tableModel.getColumnName(1));
	}"
(int columnIndex),"class getLong {
@Override
    public long getLong(int columnIndex) throws OntoDriverException {
        final Number num = getPrimitiveValue(Number.class, columnIndex);
        return num.longValue();
    }
}","@Test
    public void testGetLong() throws Exception {
        final SelectResultSet resultSet = resultSet(
                generator.generate(Arrays.asList(""a"", ""b""), Collections.singletonList(
                        Arrays.asList(100111111L, 117117117117L))));
        resultSet.next();
        assertEquals(100111111L, resultSet.getLong(""a""));
        assertEquals(117117117117L, resultSet.getLong(1));
    }"
(int columnIndex),"class getColumnClass {
@Override
	public Class<?> getColumnClass(int columnIndex) {
		if (d_props.get(columnIndex).equals(""name"")) {
			return d_entityType;
		}
		try {
			Class<?> propertyType = BeanUtils.getPropertyDescriptor(d_entityType, d_props.get(columnIndex)).getPropertyType();
			return EntityUtil.getConcreteTypeOrEntity(propertyType);
		} catch (IntrospectionException e) {
			System.err.println(e);
			return Object.class;
		}
	}
}","@Test
	public void testGetColumnClass() {
		assertEquals(Drug.class, d_tableModel.getColumnClass(0));
		EntityTableModel differentTableModel = new EntityTableModel(Study.class, d_domain.getStudies(), 
				Arrays.asList(Study.PROPERTY_ARMS, Study.PROPERTY_INDICATION), d_pmf);
		assertEquals(Indication.class, differentTableModel.getColumnClass(1));
		assertEquals(Object.class, differentTableModel.getColumnClass(0));
		EntityTableModel interfaceTableModel = new EntityTableModel(Endpoint.class, d_domain.getStudies(), 
				Arrays.asList(Endpoint.PROPERTY_VARIABLE_TYPE), d_pmf);
		assertEquals(Entity.class, interfaceTableModel.getColumnClass(0));	
	}"
(int columnIndex),"class getByte {
@Override
    public byte getByte(int columnIndex) {
        ensureState();
        throw unsupported(""byte"");
    }
}","@Test
    public void getByteByIndexThrowsUnsupportedOperationException() {
        resultSet.next();
        expectUnsupportedOperation(""byte"");
        resultSet.getByte(0);
    }"
(int columnIndex),"class getString {
public String getString(int columnIndex) {
    return getString(columnNames[columnIndex]);
  }
}","@Test
  public void testGetString() throws IOException {
    ColumnType[] types = {LOCAL_DATE, SHORT, STRING};
    Table table =
        Table.read()
            .csv(
                CsvReadOptions.builder(new File(""../data/bush.csv""))
                    .minimizeColumnSizes()
                    .columnTypes(types));
    Row row = new Row(table);
    while (row.hasNext()) {
      row.next();
      assertEquals(table.stringColumn(2).get(row.getRowNumber()), row.getString(2));
      assertEquals(table.stringColumn(""who"").get(row.getRowNumber()), row.getString(""who""));
    }
  }"
(int columnIndex),"class getFloat {
public float getFloat(int columnIndex) {
    return getFloat(columnNames[columnIndex]);
  }
}","@Test
  public void testGetFloat() throws IOException {
    ColumnType[] types = {
      STRING, STRING, INTEGER, INTEGER, INTEGER,
      INTEGER, FLOAT, FLOAT, FLOAT, INTEGER,
      INTEGER, INTEGER, INTEGER, FLOAT, FLOAT
    };

    Table table =
        Table.read()
            .csv(CsvReadOptions.builder(new File(""../data/baseball.csv"")).columnTypes(types));
    Row row = new Row(table);
    while (row.hasNext()) {
      row.next();
      assertEquals(table.floatColumn(6).getFloat(row.getRowNumber()), row.getFloat(6), 0.01);
      assertEquals(
          table.floatColumn(""OBP"").getFloat(row.getRowNumber()), row.getFloat(""OBP""), 0.01);
    }
  }"
